Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,95.0,77.8,"[[6.2662e+03 6.4920e+02]
 [3.4000e+00 6.8000e+00]]","[[2.5681e+04 1.9806e+03]
 [8.0000e-01 4.0000e+01]]",0,34577,0,51,23171,29,11406,22
5,92.8,77.0,"[[3.2274e+03 4.5820e+02]
 [3.2000e+00 6.8000e+00]]","[[1.3367e+04 1.3754e+03]
 [1.6000e+00 3.8400e+01]]",16149,18428,1,50,12344,36,6084,14
10,92.2,76.4,"[[2796.8  375.2]
 [   3.4    6.6]]","[[1.14112e+04 1.27680e+03]
 [1.80000e+00 3.82000e+01]]",18717,15860,1,50,10621,38,5239,12
15,92.0,76.8,"[[2414.2  378.6]
 [   3.2    6.8]]","[[9.9866e+03 1.1846e+03]
 [1.8000e+00 3.8200e+01]]",20613,13964,1,50,9353,36,4611,14
20,91.6,75.4,"[[2137.6  348.2]
 [   3.4    6.4]]","[[8.8610e+03 1.0822e+03]
 [1.8000e+00 3.7400e+01]]",22148,12429,2,49,8329,31,4100,18
25,93.0,77.6,"[[1974.   310.8]
 [   3.     6.6]]","[[8.1334e+03 1.0058e+03]
 [8.0000e-01 3.7600e+01]]",23153,11424,3,48,7658,28,3766,20
30,93.4,72.6,"[[1818.8  288.8]
 [   3.6    5.6]]","[[7.4934e+03 9.3700e+02]
 [4.0000e-01 3.6400e+01]]",24039,10538,5,46,7061,30,3477,16
35,93.8,77.6,"[[1624.   254.6]
 [   2.4    5.8]]","[[6.7848e+03 7.2960e+02]
 [6.0000e-01 3.2200e+01]]",25184,9393,10,41,6292,28,3101,13
40,93.8,77.8,"[[1453.   195.2]
 [   2.6    5.6]]","[[5.9898e+03 6.0300e+02]
 [8.0000e-01 3.2000e+01]]",26336,8241,10,41,5521,27,2720,14
45,93.0,75.6,"[[1361.2  192. ]
 [   2.6    4.8]]","[[5.5914e+03 6.2140e+02]
 [8.0000e-01 2.8800e+01]]",26811,7766,14,37,5207,21,2559,16
50,93.0,75.4,"[[1215.   184.6]
 [   2.6    4.8]]","[[5.0298e+03 5.6860e+02]
 [8.0000e-01 2.8800e+01]]",27579,6998,14,37,4691,22,2307,15
55,93.0,72.6,"[[1101.8  168.2]
 [   3.     4.4]]","[[4.5806e+03 4.9940e+02]
 [1.0000e+00 2.8600e+01]]",28227,6350,14,37,4253,26,2097,11
60,94.6,66.2,"[[920.2 210.8]
 [  1.8   2. ]]","[[4075.4  448.6]
 [   0.    15.2]]",28922,5655,32,19,3790,11,1865,8
65,94.4,75.0,"[[831.6 198.6]
 [  1.2   2.6]]","[[3692.   428.8]
 [   0.    15.2]]",29426,5151,32,19,3449,14,1702,5
70,94.4,73.2,"[[714.8 185.8]
 [  1.2   2.6]]","[[3230.4  372. ]
 [   0.    15.2]]",30074,4503,32,19,3019,10,1484,9
75,94.2,74.6,"[[654.  160.2]
 [  1.2   2.6]]","[[2899.6  357.2]
 [   0.    15.2]]",30506,4071,32,19,2729,11,1342,8
80,95.6,50.0,"[[5.510e+02 1.268e+02]
 [1.600e+00 4.000e-01]]","[[2494.4  216.8]
 [   0.     8. ]]",31188,3389,41,10,2268,9,1121,1
85,96.8,70.4,"[[525.6  47.2]
 [  1.    0.8]]","[[2180.6  110.6]
 [   0.     7.2]]",31713,2864,42,9,1920,4,944,5
90,70.28571428571429,28.2,"[[170.    0. ]
 [  0.4   0. ]]","[[674.2   7. ]
 [  0.    0.8]]",32449,2128,48,3,1425,2,703,1
95,70.42857142857143,28.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33117,1460,48,3,978,2,482,1
