Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,55.4,"[[6.8594e+03 5.6000e+01]
 [1.3800e+01 2.0000e+00]]","[[27661.6     0. ]
 [    0.     63.2]]",0,34577,0,79,23165,54,11412,25
5,100.0,54.8,"[[3.6412e+03 4.4400e+01]
 [1.3400e+01 1.8000e+00]]","[[14742.4     0. ]
 [    0.     60.8]]",16149,18428,3,76,12341,56,6087,20
10,100.0,55.4,"[[3.1188e+03 5.3200e+01]
 [1.3200e+01 2.0000e+00]]","[[12688.      0. ]
 [    0.     60.8]]",18717,15860,3,76,10630,47,5230,29
15,100.0,55.4,"[[2.7426e+03 5.0200e+01]
 [1.3200e+01 2.0000e+00]]","[[11171.2     0. ]
 [    0.     60.8]]",20613,13964,3,76,9352,54,4612,22
20,100.0,53.0,"[[2.448e+03 3.780e+01]
 [1.380e+01 1.200e+00]]","[[9943.2    0. ]
 [   0.    60. ]]",22148,12429,4,75,8328,49,4101,26
25,100.0,50.4,"[[2.2334e+03 5.1400e+01]
 [1.3800e+01 6.0000e-01]]","[[9139.2    0. ]
 [   0.    57.6]]",23153,11424,7,72,7653,49,3771,23
30,100.0,52.8,"[[2.062e+03 4.560e+01]
 [1.280e+01 1.200e+00]]","[[8430.4    0. ]
 [   0.    56. ]]",24039,10538,9,70,7064,43,3474,27
35,100.0,49.4,"[[1.8184e+03 6.0200e+01]
 [1.2200e+01 4.0000e-01]]","[[7514.4    0. ]
 [   0.    50.4]]",25184,9393,16,63,6293,42,3100,21
40,100.0,52.6,"[[1.5934e+03 5.4800e+01]
 [1.1400e+01 1.2000e+00]]","[[6592.8    0. ]
 [   0.    50.4]]",26336,8241,16,63,5521,42,2720,21
45,100.0,54.0,"[[1.5106e+03 4.2600e+01]
 [1.0200e+01 1.4000e+00]]","[[6212.8    0. ]
 [   0.    46.4]]",26811,7766,21,58,5200,42,2566,16
50,100.0,51.6,"[[1.3512e+03 4.8400e+01]
 [1.0800e+01 8.0000e-01]]","[[5598.4    0. ]
 [   0.    46.4]]",27579,6998,21,58,4689,38,2309,20
55,100.0,53.0,"[[1212.4   57.6]
 [  10.2    1.4]]","[[5080.     0. ]
 [   0.    46.4]]",28227,6350,21,58,4249,44,2101,14
60,100.0,51.6,"[[1.0738e+03 5.7200e+01]
 [6.0000e+00 6.0000e-01]]","[[4524.     0. ]
 [   0.    26.4]]",28922,5655,46,33,3783,27,1872,6
65,100.0,51.6,"[[1.0014e+03 2.8800e+01]
 [6.2000e+00 4.0000e-01]]","[[4120.8    0. ]
 [   0.    26.4]]",29426,5151,46,33,3453,20,1698,13
70,100.0,60.4,"[[860.4  40.2]
 [  4.8   1.8]]","[[3602.4    0. ]
 [   0.    26.4]]",30074,4503,46,33,3019,20,1484,13
75,100.0,57.4,"[[785.2  29. ]
 [  5.4   1.2]]","[[3256.8    0. ]
 [   0.    26.4]]",30506,4071,46,33,2729,20,1342,13
80,100.0,49.6,"[[673.8   4. ]
 [  3.8   0. ]]","[[2711.2    0. ]
 [   0.    15.2]]",31188,3389,60,19,2269,14,1120,5
85,100.0,55.0,"[[5.60e+02 1.28e+01]
 [2.80e+00 4.00e-01]]","[[2291.2    0. ]
 [   0.    12.8]]",31713,2864,63,16,1916,13,948,3
90,100.0,66.6,"[[399.   26.6]
 [  0.8   0.8]]","[[1702.4    0. ]
 [   0.     6.4]]",32449,2128,71,8,1425,6,703,2
95,83.33333333333333,58.8,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33117,1460,75,4,979,1,481,3
