Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,59.4,"[[6.8876e+03 3.2000e+01]
 [6.0000e+00 1.6000e+00]]","[[27678.4     0. ]
 [    0.     30.4]]",0,34598,0,38,23177,29,11421,9
5,100.0,55.4,"[[3.674e+03 1.980e+01]
 [4.600e+00 6.000e-01]]","[[14775.2     0. ]
 [    0.     20.8]]",16129,18469,12,26,12374,17,6095,9
10,100.0,56.4,"[[3.1528e+03 2.7400e+01]
 [4.4000e+00 8.0000e-01]]","[[12720.8     0. ]
 [    0.     20.8]]",18697,15901,12,26,10652,19,5249,7
15,100.0,52.8,"[[2.7778e+03 2.3200e+01]
 [4.8000e+00 4.0000e-01]]","[[11204.      0. ]
 [    0.     20.8]]",20593,14005,12,26,9383,17,4622,9
20,100.0,54.8,"[[2.4662e+03 2.7600e+01]
 [4.6000e+00 6.0000e-01]]","[[9975.2    0. ]
 [   0.    20.8]]",22129,12469,12,26,8356,15,4113,11
25,100.0,56.0,"[[2.2476e+03 4.4600e+01]
 [4.4000e+00 8.0000e-01]]","[[9168.8    0. ]
 [   0.    20.8]]",23137,11461,12,26,7684,12,3777,14
30,100.0,60.4,"[[2.0952e+03 2.0400e+01]
 [3.6000e+00 1.0000e+00]]","[[8462.4    0. ]
 [   0.    18.4]]",24020,10578,15,23,7088,14,3490,9
35,100.0,53.0,"[[1.866e+03 1.920e+01]
 [4.200e+00 4.000e-01]]","[[7540.8    0. ]
 [   0.    18.4]]",25172,9426,15,23,6313,17,3113,6
40,100.0,57.2,"[[1.632e+03 2.280e+01]
 [3.800e+00 8.000e-01]]","[[6619.2    0. ]
 [   0.    18.4]]",26324,8274,15,23,5541,17,2733,6
45,100.0,56.0,"[[1.5502e+03 9.2000e+00]
 [3.8000e+00 6.0000e-01]]","[[6237.6    0. ]
 [   0.    17.6]]",26801,7797,16,22,5220,18,2577,4
50,100.0,58.2,"[[1.3826e+03 2.3200e+01]
 [3.6000e+00 8.0000e-01]]","[[5623.2    0. ]
 [   0.    17.6]]",27569,7029,16,22,4707,17,2322,5
55,100.0,50.8,"[[1.2618e+03 1.4400e+01]
 [4.2000e+00 2.0000e-01]]","[[5104.8    0. ]
 [   0.    17.6]]",28217,6381,16,22,4274,16,2107,6
60,100.0,53.4,"[[1.1188e+03 1.3400e+01]
 [4.0000e+00 4.0000e-01]]","[[4528.8    0. ]
 [   0.    17.6]]",28937,5661,16,22,3792,15,1869,7
65,100.0,49.2,"[[1019.8   12. ]
 [   4.     0. ]]","[[4127.2    0. ]
 [   0.    16. ]]",29439,5159,18,20,3454,15,1705,5
70,100.0,49.4,"[[895.    7.2]
 [  4.    0. ]]","[[3608.8    0. ]
 [   0.    16. ]]",30087,4511,18,20,3024,11,1487,9
75,100.0,49.4,"[[808.8   7. ]
 [  4.    0. ]]","[[3263.2    0. ]
 [   0.    16. ]]",30519,4079,18,20,2733,13,1346,7
80,100.0,49.2,"[[670.4   7.4]
 [  3.2   0. ]]","[[2711.2    0. ]
 [   0.    12.8]]",31209,3389,22,16,2270,11,1119,5
85,100.0,63.0,"[[572.4   0.6]
 [  2.    0.6]]","[[2292.     0. ]
 [   0.    10.4]]",31733,2865,25,13,1921,7,944,6
90,100.0,66.8,"[[399.2  26.4]
 [  0.8   0.4]]","[[1702.4    0. ]
 [   0.     4.8]]",32470,2128,32,6,1425,4,703,2
95,100.0,89.4,"[[288.2   3. ]
 [  0.4   0.8]]","[[1164.8    0. ]
 [   0.     4.8]]",33142,1456,32,6,974,5,482,1
