Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,80.0,71.6,"[[4.4398e+03 2.4798e+03]
 [2.4000e+00 9.2000e+00]]","[[1.69766e+04 1.07018e+04]
 [2.00000e-01 4.62000e+01]]",0,34598,0,58,23180,39,11418,19
5,73.2,68.8,"[[2.0648e+03 1.6290e+03]
 [1.2000e+00 5.8000e+00]]","[[7.4684e+03 7.3068e+03]
 [8.0000e-01 2.7200e+01]]",16129,18469,23,35,12372,25,6097,10
10,73.4,69.8,"[[1.8212e+03 1.3590e+03]
 [1.2000e+00 5.8000e+00]]","[[6.4816e+03 6.2392e+03]
 [8.0000e-01 2.7200e+01]]",18697,15901,23,35,10654,23,5247,12
15,73.0,69.2,"[[1.592e+03 1.209e+03]
 [1.200e+00 5.800e+00]]","[[5.5918e+03 5.6122e+03]
 [8.0000e-01 2.7200e+01]]",20593,14005,23,35,9384,22,4621,13
20,74.4,66.0,"[[1531.   962.8]
 [   2.     5. ]]","[[5.2068e+03 4.7684e+03]
 [8.0000e-01 2.7200e+01]]",22129,12469,23,35,8355,22,4114,13
25,74.4,69.0,"[[1420.8  871.4]
 [   1.6    5.4]]","[[4.7904e+03 4.3784e+03]
 [8.0000e-01 2.7200e+01]]",23137,11461,23,35,7676,26,3785,9
30,75.0,70.0,"[[1.0716e+03 1.0440e+03]
 [6.0000e-01 5.4000e+00]]","[[4290.8 4171.6]
 [   0.    24. ]]",24020,10578,28,30,7087,20,3491,10
35,74.4,69.6,"[[9.486e+02 9.366e+02]
 [6.000e-01 5.400e+00]]","[[3791.8 3749. ]
 [   0.    24. ]]",25172,9426,28,30,6314,21,3112,9
40,73.6,68.8,"[[7.992e+02 8.556e+02]
 [6.000e-01 5.400e+00]]","[[3212.6 3406.6]
 [   0.    24. ]]",26324,8274,28,30,5541,22,2733,8
45,74.0,65.4,"[[7.542e+02 8.052e+02]
 [8.000e-01 4.600e+00]]","[[3076.  3161.6]
 [   0.    21.6]]",26801,7797,31,27,5226,16,2571,11
50,74.2,65.6,"[[678.  727.8]
 [  0.8   4.6]]","[[2774.4 2848.8]
 [   0.    21.6]]",27569,7029,31,27,4710,17,2319,10
55,74.0,66.6,"[[605.6 670.6]
 [  0.8   4.6]]","[[2494.6 2610.2]
 [   0.    21.6]]",28217,6381,31,27,4280,13,2101,14
60,73.8,66.4,"[[535.2 597. ]
 [  0.8   4.6]]","[[2187.2 2341.6]
 [   0.    21.6]]",28937,5661,31,27,3788,22,1873,5
65,75.2,67.2,"[[530.4 501.4]
 [  0.8   4.2]]","[[2117.6 2009.6]
 [   0.    20. ]]",29439,5159,33,25,3460,13,1699,12
70,74.6,66.6,"[[454.2 448. ]
 [  0.8   4.2]]","[[1812.6 1796.2]
 [   0.    20. ]]",30087,4511,33,25,3022,17,1489,8
75,74.2,66.0,"[[398.8 417. ]
 [  0.8   4.2]]","[[1605.  1658.2]
 [   0.    20. ]]",30519,4079,33,25,2735,14,1344,11
80,74.8,60.8,"[[355.2 322.6]
 [  1.2   2.6]]","[[1378.4 1332.8]
 [   0.    15.2]]",31209,3389,39,19,2269,14,1120,5
85,83.2,79.2,"[[3.80e+02 1.93e+02]
 [2.00e-01 2.80e+00]]","[[1546.2  745.8]
 [   0.    12. ]]",31733,2865,43,15,1918,11,947,4
90,86.0,79.6,"[[2.956e+02 1.300e+02]
 [2.000e-01 1.400e+00]]","[[1248.   454.4]
 [   0.     6.4]]",32470,2128,50,8,1424,7,704,1
95,83.2,69.8,"[[176.4 114.8]
 [  0.2   1.4]]","[[786.4 378.4]
 [  0.    6.4]]",33142,1456,50,8,976,4,480,4
