Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,51.8,"[[6.8702e+03 4.9400e+01]
 [1.0800e+01 6.0000e-01]]","[[27678.4     0. ]
 [    0.     45.6]]",0,34598,0,57,23174,44,11424,13
5,100.0,52.2,"[[3.6768e+03 1.7000e+01]
 [6.4000e+00 4.0000e-01]]","[[14775.2     0. ]
 [    0.     27.2]]",16129,18469,23,34,12382,15,6087,19
10,100.0,55.2,"[[3.168e+03 1.220e+01]
 [6.000e+00 8.000e-01]]","[[12720.8     0. ]
 [    0.     27.2]]",18697,15901,23,34,10654,22,5247,12
15,100.0,52.2,"[[2.777e+03 2.400e+01]
 [6.400e+00 4.000e-01]]","[[11204.      0. ]
 [    0.     27.2]]",20593,14005,23,34,9381,25,4624,9
20,100.0,51.8,"[[2.458e+03 3.580e+01]
 [6.400e+00 4.000e-01]]","[[9975.2    0. ]
 [   0.    27.2]]",22129,12469,23,34,8348,29,4121,5
25,100.0,55.4,"[[2.2806e+03 1.1600e+01]
 [6.0000e+00 8.0000e-01]]","[[9168.8    0. ]
 [   0.    27.2]]",23137,11461,23,34,7676,25,3785,9
30,100.0,56.8,"[[2.0706e+03 4.5000e+01]
 [4.8000e+00 1.0000e+00]]","[[8462.4    0. ]
 [   0.    23.2]]",24020,10578,28,29,7086,20,3492,9
35,100.0,50.8,"[[1.87e+03 1.52e+01]
 [5.60e+00 2.00e-01]]","[[7540.8    0. ]
 [   0.    23.2]]",25172,9426,28,29,6312,22,3114,7
40,100.0,55.6,"[[1.6218e+03 3.3000e+01]
 [5.0000e+00 8.0000e-01]]","[[6619.2    0. ]
 [   0.    23.2]]",26324,8274,28,29,5542,21,2732,8
45,100.0,50.4,"[[1.5326e+03 2.6800e+01]
 [5.0000e+00 2.0000e-01]]","[[6237.6    0. ]
 [   0.    20.8]]",26801,7797,31,26,5221,20,2576,6
50,100.0,52.8,"[[1.3924e+03 1.3400e+01]
 [4.8000e+00 4.0000e-01]]","[[5623.2    0. ]
 [   0.    20.8]]",27569,7029,31,26,4710,16,2319,10
55,100.0,52.2,"[[1.2586e+03 1.7600e+01]
 [4.8000e+00 4.0000e-01]]","[[5104.8    0. ]
 [   0.    20.8]]",28217,6381,31,26,4277,15,2104,11
60,100.0,53.8,"[[1.1144e+03 1.7800e+01]
 [4.6000e+00 6.0000e-01]]","[[4528.8    0. ]
 [   0.    20.8]]",28937,5661,31,26,3794,16,1867,10
65,100.0,49.0,"[[1020.4   11.4]
 [   4.8    0. ]]","[[4127.2    0. ]
 [   0.    19.2]]",29439,5159,33,24,3457,15,1702,9
70,100.0,57.0,"[[8.938e+02 8.400e+00]
 [4.000e+00 8.000e-01]]","[[3608.8    0. ]
 [   0.    19.2]]",30087,4511,33,24,3022,16,1489,8
75,100.0,53.4,"[[8.024e+02 1.340e+01]
 [4.400e+00 4.000e-01]]","[[3263.2    0. ]
 [   0.    19.2]]",30519,4079,33,24,2730,19,1349,5
80,100.0,51.0,"[[6.648e+02 1.300e+01]
 [3.400e+00 2.000e-01]]","[[2711.2    0. ]
 [   0.    14.4]]",31209,3389,39,18,2268,14,1121,4
85,100.0,53.0,"[[5.712e+02 1.800e+00]
 [2.600e+00 2.000e-01]]","[[2292.     0. ]
 [   0.    11.2]]",31733,2865,43,14,1919,9,946,5
90,100.0,76.6,"[[398.6  27. ]
 [  0.6   0.8]]","[[1702.4    0. ]
 [   0.     5.6]]",32470,2128,50,7,1425,5,703,2
95,100.0,58.6,"[[2.85e+02 6.20e+00]
 [1.20e+00 2.00e-01]]","[[1164.8    0. ]
 [   0.     5.6]]",33142,1456,50,7,975,5,481,2
