Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,99.0,58.0,"[[6.540e+03 3.796e+02]
 [8.800e+00 2.600e+00]]","[[27398.    280.4]
 [    0.     45.6]]",0,34598,0,57,23181,37,11417,20
5,99.0,56.0,"[[3.6086e+03 8.5200e+01]
 [5.8000e+00 1.0000e+00]]","[[14720.6    54.6]
 [    0.     27.2]]",16129,18469,23,34,12375,22,6094,12
10,99.0,58.6,"[[3.1012e+03 7.9000e+01]
 [5.4000e+00 1.4000e+00]]","[[12661.2    59.6]
 [    0.     27.2]]",18697,15901,23,34,10655,21,5246,13
15,99.0,56.6,"[[2.71e+03 9.10e+01]
 [5.60e+00 1.20e+00]]","[[11134.8    69.2]
 [    0.     27.2]]",20593,14005,23,34,9384,22,4621,12
20,99.0,54.4,"[[2.4148e+03 7.9000e+01]
 [6.0000e+00 8.0000e-01]]","[[9927.2   48. ]
 [   0.    27.2]]",22129,12469,23,34,8351,26,4118,8
25,99.0,58.4,"[[2.2192e+03 7.3000e+01]
 [5.4000e+00 1.4000e+00]]","[[9125.2   43.6]
 [   0.    27.2]]",23137,11461,23,34,7676,25,3785,9
30,99.2,64.6,"[[2.036e+03 7.960e+01]
 [3.800e+00 2.000e+00]]","[[8436.6   25.8]
 [   0.    23.2]]",24020,10578,28,29,7085,21,3493,8
35,99.0,59.6,"[[1.8178e+03 6.7400e+01]
 [4.4000e+00 1.4000e+00]]","[[7512.6   28.2]
 [   0.    23.2]]",25172,9426,28,29,6311,23,3115,6
40,99.2,65.6,"[[1594.    60.8]
 [   3.8    2. ]]","[[6601.6   17.6]
 [   0.    23.2]]",26324,8274,28,29,5541,22,2733,7
45,99.2,52.4,"[[1.521e+03 3.840e+01]
 [4.800e+00 4.000e-01]]","[[6.2318e+03 5.8000e+00]
 [0.0000e+00 2.0800e+01]]",26801,7797,31,26,5225,16,2572,10
50,99.4,59.0,"[[1.3664e+03 3.9400e+01]
 [4.0000e+00 1.2000e+00]]","[[5617.     6.2]
 [   0.    20.8]]",27569,7029,31,26,4712,14,2317,12
55,99.4,59.6,"[[1.2424e+03 3.3800e+01]
 [4.0000e+00 1.2000e+00]]","[[5098.8    6. ]
 [   0.    20.8]]",28217,6381,31,26,4275,17,2106,9
60,99.4,54.6,"[[1.0832e+03 4.9000e+01]
 [4.4000e+00 8.0000e-01]]","[[4.5258e+03 3.0000e+00]
 [0.0000e+00 2.0800e+01]]",28937,5661,31,26,3793,17,1868,9
65,99.8,55.2,"[[1.0058e+03 2.6000e+01]
 [4.2000e+00 6.0000e-01]]","[[4.127e+03 2.000e-01]
 [0.000e+00 1.920e+01]]",29439,5159,33,24,3456,16,1703,8
70,99.8,59.8,"[[887.4  14.8]
 [  3.8   1. ]]","[[3.6086e+03 2.0000e-01]
 [0.0000e+00 1.9200e+01]]",30087,4511,33,24,3021,17,1490,7
75,99.8,54.8,"[[7.88e+02 2.78e+01]
 [4.20e+00 6.00e-01]]","[[3.2628e+03 4.0000e-01]
 [0.0000e+00 1.9200e+01]]",30519,4079,33,24,2735,14,1344,10
80,100.0,51.2,"[[6.684e+02 9.400e+00]
 [3.400e+00 2.000e-01]]","[[2711.2    0. ]
 [   0.    14.4]]",31209,3389,39,18,2267,15,1122,3
85,100.0,49.4,"[[571.4   1.6]
 [  2.8   0. ]]","[[2292.     0. ]
 [   0.    11.2]]",31733,2865,43,14,1919,9,946,5
90,100.0,84.4,"[[4.228e+02 2.800e+00]
 [4.000e-01 1.000e+00]]","[[1702.4    0. ]
 [   0.     5.6]]",32470,2128,50,7,1424,6,704,1
95,100.0,73.2,"[[282.4   8.8]
 [  0.8   0.6]]","[[1164.8    0. ]
 [   0.     5.6]]",33142,1456,50,7,977,3,479,4
