Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,92.4,62.2,"[[5.7584e+03 1.1612e+03]
 [6.6000e+00 5.0000e+00]]","[[2.44254e+04 3.25300e+03]
 [1.20000e+00 4.52000e+01]]",0,34598,0,58,23181,38,11417,20
5,92.4,65.2,"[[3172.4  521.4]
 [   3.8    3.2]]","[[1.28848e+04 1.89040e+03]
 [4.00000e-01 2.76000e+01]]",16129,18469,23,35,12380,17,6089,18
10,92.0,63.2,"[[2683.   497.2]
 [   4.     3. ]]","[[1.10244e+04 1.69640e+03]
 [4.00000e-01 2.76000e+01]]",18697,15901,23,35,10652,25,5249,10
15,92.0,63.8,"[[2329.   472. ]
 [   3.8    3.2]]","[[9.678e+03 1.526e+03]
 [4.000e-01 2.760e+01]]",20593,14005,23,35,9381,25,4624,10
20,91.6,63.0,"[[2021.6  472.2]
 [   3.8    3.2]]","[[8.5118e+03 1.4634e+03]
 [4.0000e-01 2.7600e+01]]",22129,12469,23,35,8353,24,4116,11
25,90.8,65.4,"[[1855.4  436.8]
 [   3.4    3.6]]","[[7.8062e+03 1.3626e+03]
 [6.0000e-01 2.7400e+01]]",23137,11461,23,35,7679,23,3782,12
30,91.4,67.8,"[[1699.8  415.8]
 [   2.6    3.4]]","[[7.2462e+03 1.2162e+03]
 [4.0000e-01 2.3600e+01]]",24020,10578,28,30,7089,18,3489,12
35,90.8,67.2,"[[1494.2  391. ]
 [   2.6    3.4]]","[[6.4230e+03 1.1178e+03]
 [6.0000e-01 2.3400e+01]]",25172,9426,28,30,6308,27,3118,3
40,90.6,71.0,"[[1319.4  335.4]
 [   2.2    3.8]]","[[5.6026e+03 1.0166e+03]
 [6.0000e-01 2.3400e+01]]",26324,8274,28,30,5541,22,2733,8
45,92.8,73.0,"[[1235.4  324. ]
 [   1.6    3.8]]","[[5.482e+03 7.556e+02]
 [4.000e-01 2.120e+01]]",26801,7797,31,27,5224,18,2573,9
50,92.2,76.0,"[[1101.4  304.4]
 [   1.4    4. ]]","[[4.9554e+03 6.6780e+02]
 [6.0000e-01 2.1000e+01]]",27569,7029,31,27,4708,19,2321,8
55,92.2,66.4,"[[1008.4  267.8]
 [   2.6    2.8]]","[[4.5464e+03 5.5840e+02]
 [8.0000e-01 2.0800e+01]]",28217,6381,31,27,4276,17,2105,10
60,92.0,66.4,"[[895.2 237. ]
 [  2.6   2.8]]","[[4.0238e+03 5.0500e+02]
 [8.0000e-01 2.0800e+01]]",28937,5661,31,27,3792,18,1869,9
65,92.0,72.2,"[[796.6 235.2]
 [  1.6   3.4]]","[[3.635e+03 4.922e+02]
 [6.000e-01 1.940e+01]]",29439,5159,33,25,3457,16,1702,9
70,92.0,71.0,"[[674.4 227.8]
 [  1.6   3.4]]","[[3.1648e+03 4.4400e+02]
 [6.0000e-01 1.9400e+01]]",30087,4511,33,25,3022,17,1489,8
75,90.8,71.0,"[[613.  202.8]
 [  1.6   3.4]]","[[2.8414e+03 4.2180e+02]
 [8.0000e-01 1.9200e+01]]",30519,4079,33,25,2731,18,1348,7
80,95.2,60.2,"[[555.6 122.2]
 [  2.4   1.4]]","[[2460.2  251. ]
 [   0.    15.2]]",31209,3389,39,19,2269,14,1120,5
85,96.8,82.4,"[[529.6  43.4]
 [  0.8   2.2]]","[[2167.4  124.6]
 [   0.    12. ]]",31733,2865,43,15,1921,8,944,7
90,97.8,89.6,"[[3.82e+02 4.36e+01]
 [2.00e-01 1.40e+00]]","[[1648.4   54. ]
 [   0.     6.4]]",32470,2128,50,8,1426,5,702,3
95,97.4,83.2,"[[2.54e+02 3.72e+01]
 [2.00e-01 1.40e+00]]","[[1115.6   49.2]
 [   0.     6.4]]",33142,1456,50,8,976,4,480,4
