Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,95.4,79.2,"[[6.1262e+03 7.9220e+02]
 [3.8000e+00 9.0000e+00]]","[[2.57174e+04 1.95620e+03]
 [6.00000e-01 5.06000e+01]]",0,34592,0,64,23170,49,11422,15
5,94.0,75.8,"[[3259.   429.2]
 [   4.6    8. ]]","[[1.36028e+04 1.15000e+03]
 [1.60000e+00 4.88000e+01]]",16151,18441,1,63,12349,48,6092,15
10,93.8,81.6,"[[2798.6  377. ]
 [   2.8    8.8]]","[[1.16462e+04 1.05620e+03]
 [1.60000e+00 4.48000e+01]]",18714,15878,6,58,10639,38,5239,20
15,93.2,77.4,"[[2471.2  325.2]
 [   3.8    7.8]]","[[1.01824e+04 1.00320e+03]
 [1.60000e+00 4.48000e+01]]",20610,13982,6,58,9370,36,4612,22
20,93.0,81.8,"[[2159.4  329.8]
 [   2.6    9. ]]","[[9.0318e+03 9.2500e+02]
 [1.8000e+00 4.4600e+01]]",22146,12446,6,58,8333,44,4113,14
25,94.0,78.6,"[[1967.6  320.4]
 [   3.2    8. ]]","[[8.322e+03 8.300e+02]
 [8.000e-01 4.400e+01]]",23152,11440,8,56,7666,36,3774,20
30,93.8,78.2,"[[1804.6  305.8]
 [   3.2    8. ]]","[[7.6606e+03 7.8100e+02]
 [8.0000e-01 4.4000e+01]]",24040,10552,8,56,7073,34,3479,22
35,93.6,77.2,"[[1623.2  257.2]
 [   3.4    7.4]]","[[6.8564e+03 6.6520e+02]
 [1.2000e+00 4.2000e+01]]",25190,9402,10,54,6296,39,3106,15
40,92.8,80.2,"[[1435.2  215.8]
 [   2.6    7.2]]","[[5.9442e+03 6.5980e+02]
 [1.2000e+00 3.8000e+01]]",26337,8255,15,49,5525,38,2730,11
45,94.2,79.6,"[[1358.6  196.8]
 [   2.6    6.8]]","[[5.6888e+03 5.3280e+02]
 [8.0000e-01 3.6800e+01]]",26815,7777,17,47,5208,34,2569,13
50,93.8,77.8,"[[1216.   185.8]
 [   2.8    6.6]]","[[5.0814e+03 5.2580e+02]
 [6.0000e-01 3.7000e+01]]",27583,7009,17,47,4695,32,2314,15
55,95.6,81.4,"[[1126.8  145.6]
 [   2.4    6.8]]","[[4.7154e+03 3.7420e+02]
 [2.0000e-01 3.6600e+01]]",28230,6362,18,46,4256,37,2106,9
60,96.0,84.8,"[[997.6 131.2]
 [  1.6   7.2]]","[[4185.8  329.4]
 [   0.    35.2]]",28948,5644,20,44,3785,25,1859,19
65,95.4,85.8,"[[906.4 121.6]
 [  1.4   7.4]]","[[3784.   328. ]
 [   0.    35.2]]",29452,5140,20,44,3437,36,1703,8
70,95.4,81.0,"[[780.2 118.4]
 [  2.    6.6]]","[[3296.4  298. ]
 [   0.    34.4]]",30099,4493,21,43,3012,27,1481,16
75,94.8,79.4,"[[691.2 121. ]
 [  2.2   6.4]]","[[2950.2  298.6]
 [   0.    34.4]]",30531,4061,21,43,2717,32,1344,11
80,96.0,83.2,"[[574.6 100.4]
 [  1.2   5.4]]","[[2517.2  182.8]
 [   0.    26.4]]",31217,3375,31,33,2268,15,1107,18
85,96.6,82.8,"[[491.2  78.4]
 [  1.2   5.2]]","[[2156.4  122. ]
 [   0.    25.6]]",31744,2848,32,32,1908,21,940,11
90,96.4,88.4,"[[372.   51.6]
 [  0.4   3.2]]","[[1593.4  101. ]
 [   0.    14.4]]",32474,2118,46,18,1416,15,702,3
95,97.0,87.8,"[[269.   20.6]
 [  0.6   2.6]]","[[1101.8   56.6]
 [   0.    12.8]]",33144,1448,48,16,970,10,478,6
