Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,99.0,60.8,"[[6.7044e+03 2.1400e+02]
 [9.6000e+00 3.2000e+00]]","[[27417.2   256.4]
 [    0.     51.2]]",0,34592,0,64,23172,47,11420,17
5,99.0,58.8,"[[3.518e+03 1.702e+02]
 [9.600e+00 3.000e+00]]","[[14597.4   155.4]
 [    0.     50.4]]",16151,18441,1,63,12353,44,6088,19
10,99.0,61.6,"[[3036.6  139. ]
 [   8.4    3.2]]","[[12584.8   117.6]
 [    0.     46.4]]",18714,15878,6,58,10636,41,5242,17
15,99.0,55.2,"[[2.6848e+03 1.1160e+02]
 [9.8000e+00 1.8000e+00]]","[[11076.6   109. ]
 [    0.     46.4]]",20610,13982,6,58,9368,38,4614,20
20,99.0,61.0,"[[2397.    92.2]
 [   8.4    3.2]]","[[9853.2  103.6]
 [   0.    46.4]]",22146,12446,6,58,8341,36,4105,22
25,99.0,56.0,"[[2.1716e+03 1.1640e+02]
 [9.2000e+00 2.0000e+00]]","[[9067.2   84.8]
 [   0.    44.8]]",23152,11440,8,56,7662,40,3778,16
30,99.0,60.4,"[[2007.8  102.6]
 [   8.2    3. ]]","[[8357.8   83.8]
 [   0.    44.8]]",24040,10552,8,56,7070,37,3482,19
35,99.0,58.4,"[[1787.2   93.2]
 [   8.4    2.4]]","[[7451.    70.6]
 [   0.    43.2]]",25190,9402,10,54,6305,30,3097,24
40,99.0,65.0,"[[1502.2  148.8]
 [   6.     3.8]]","[[6538.8   65.2]
 [   0.    39.2]]",26337,8255,15,49,5530,33,2725,16
45,99.0,69.6,"[[1404.2  151.2]
 [   4.8    4.6]]","[[6179.8   41.8]
 [   0.    37.6]]",26815,7777,17,47,5210,32,2567,15
50,99.0,61.4,"[[1344.6   57.2]
 [   6.8    2.6]]","[[5568.2   39. ]
 [   0.    37.6]]",27583,7009,17,47,4697,30,2312,17
55,99.0,65.4,"[[1107.8  164.6]
 [   5.2    4. ]]","[[5059.4   30.2]
 [   0.    36.8]]",28230,6362,18,46,4266,27,2096,19
60,99.0,66.6,"[[1017.6  111.2]
 [   5.     3.8]]","[[4489.8   25.4]
 [   0.    35.2]]",28948,5644,20,44,3782,28,1862,16
65,99.0,63.4,"[[924.2 103.8]
 [  5.6   3.2]]","[[4089.4   22.6]
 [   0.    35.2]]",29452,5140,20,44,3441,32,1699,12
70,99.0,65.4,"[[779.  119.6]
 [  4.6   4. ]]","[[3575.8   18.6]
 [   0.    34.4]]",30099,4493,21,43,3015,24,1478,19
75,99.0,62.6,"[[701.8 110.4]
 [  5.4   3.2]]","[[3235.2   13.6]
 [   0.    34.4]]",30531,4061,21,43,2716,33,1345,10
80,99.2,66.4,"[[610.   65. ]
 [  3.8   2.8]]","[[2696.6    3.4]
 [   0.    26.4]]",31217,3375,31,33,2258,25,1117,8
85,99.6,68.0,"[[512.6  57. ]
 [  3.4   3. ]]","[[2.2766e+03 1.8000e+00]
 [0.0000e+00 2.5600e+01]]",31744,2848,32,32,1911,18,937,14
90,100.0,73.2,"[[411.4  12.2]
 [  1.8   1.8]]","[[1694.4    0. ]
 [   0.    14.4]]",32474,2118,46,18,1419,12,699,6
95,100.0,72.0,"[[270.4  19.2]
 [  1.6   1.6]]","[[1158.4    0. ]
 [   0.    12.8]]",33144,1448,48,16,968,12,480,4
