Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,50.0,"[[6.863e+03 5.540e+01]
 [9.800e+00 2.000e-01]]","[[27673.6     0. ]
 [    0.     40. ]]",0,34592,0,50,23181,29,11411,21
5,100.0,55.4,"[[3.6056e+03 8.2600e+01]
 [8.4000e+00 1.4000e+00]]","[[14752.8     0. ]
 [    0.     39.2]]",16151,18441,1,49,12356,32,6085,17
10,100.0,54.8,"[[3.1216e+03 5.4000e+01]
 [7.8000e+00 1.0000e+00]]","[[12702.4     0. ]
 [    0.     35.2]]",18714,15878,6,44,10630,37,5248,7
15,100.0,51.0,"[[2.7422e+03 5.4200e+01]
 [8.4000e+00 4.0000e-01]]","[[11185.6     0. ]
 [    0.     35.2]]",20610,13982,6,44,9365,32,4617,12
20,100.0,51.0,"[[2.4564e+03 3.2800e+01]
 [8.4000e+00 4.0000e-01]]","[[9956.8    0. ]
 [   0.    35.2]]",22146,12446,6,44,8340,28,4106,16
25,100.0,50.4,"[[2.2654e+03 2.2600e+01]
 [8.2000e+00 2.0000e-01]]","[[9152.     0. ]
 [   0.    33.6]]",23152,11440,8,42,7662,30,3778,12
30,100.0,56.4,"[[2.0996e+03 1.0800e+01]
 [7.2000e+00 1.2000e+00]]","[[8441.6    0. ]
 [   0.    33.6]]",24040,10552,8,42,7071,26,3481,16
35,100.0,52.8,"[[1.857e+03 2.340e+01]
 [7.600e+00 6.000e-01]]","[[7521.6    0. ]
 [   0.    32.8]]",25190,9402,9,41,6304,22,3098,19
40,100.0,61.6,"[[1622.8   28.2]
 [   5.2    2. ]]","[[6604.     0. ]
 [   0.    28.8]]",26337,8255,14,36,5525,29,2730,7
45,100.0,51.2,"[[1.5502e+03 5.2000e+00]
 [6.6000e+00 2.0000e-01]]","[[6221.6    0. ]
 [   0.    27.2]]",26815,7777,16,34,5211,22,2566,12
50,100.0,56.8,"[[1.389e+03 1.280e+01]
 [5.800e+00 1.000e+00]]","[[5607.2    0. ]
 [   0.    27.2]]",27583,7009,16,34,4699,19,2310,15
55,100.0,51.8,"[[1.2554e+03 1.7000e+01]
 [6.4000e+00 4.0000e-01]]","[[5089.6    0. ]
 [   0.    27.2]]",28230,6362,16,34,4262,23,2100,11
60,100.0,56.8,"[[1.1176e+03 1.1200e+01]
 [5.8000e+00 1.0000e+00]]","[[4515.2    0. ]
 [   0.    27.2]]",28948,5644,16,34,3780,24,1864,10
65,100.0,53.8,"[[1.0198e+03 8.2000e+00]
 [6.2000e+00 6.0000e-01]]","[[4112.     0. ]
 [   0.    27.2]]",29452,5140,16,34,3439,27,1701,7
70,100.0,53.4,"[[8.886e+02 1.000e+01]
 [6.000e+00 6.000e-01]]","[[3594.4    0. ]
 [   0.    26.4]]",30099,4493,17,33,3010,22,1483,11
75,100.0,49.4,"[[804.    8.2]
 [  6.6   0. ]]","[[3248.8    0. ]
 [   0.    26.4]]",30531,4061,17,33,2717,25,1344,8
80,100.0,61.4,"[[670.    5. ]
 [  4.    1.4]]","[[2700.     0. ]
 [   0.    21.6]]",31217,3375,23,27,2262,17,1113,10
85,100.0,64.8,"[[563.    6.6]
 [  3.8   1.6]]","[[2278.4    0. ]
 [   0.    21.6]]",31744,2848,23,27,1910,16,938,11
90,100.0,72.2,"[[416.2   7.4]
 [  1.8   1.4]]","[[1694.4    0. ]
 [   0.    12.8]]",32474,2118,34,16,1419,10,699,6
95,100.0,75.0,"[[282.2   7.4]
 [  1.2   1.6]]","[[1158.4    0. ]
 [   0.    11.2]]",33144,1448,36,14,971,8,477,6
