Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,92.6,71.6,"[[5712.4 1189.4]
 [   6.2    9.8]]","[[2.4137e+04 3.4702e+03]
 [1.0000e+00 6.3000e+01]]",0,34509,0,80,23125,49,11384,31
5,92.4,72.2,"[[2937.8  743.6]
 [   5.     9.6]]","[[1.27528e+04 1.97280e+03]
 [6.00000e-01 5.78000e+01]]",16102,18407,7,73,12322,59,6085,14
10,92.8,76.2,"[[2560.2  609. ]
 [   3.8   10. ]]","[[10988.   1688.8]
 [    0.     55.2]]",18663,15846,11,69,10618,45,5228,24
15,92.4,74.4,"[[2252.6  538. ]
 [   4.2    9.6]]","[[9.6364e+03 1.5260e+03]
 [2.0000e-01 5.5000e+01]]",20556,13953,11,69,9346,48,4607,21
20,92.2,78.0,"[[1956.4  528.2]
 [   2.8   10.2]]","[[8516.  1422.4]
 [   0.    52. ]]",22086,12423,15,65,8327,39,4096,26
25,91.0,75.0,"[[1789.6  494.6]
 [   3.4    9. ]]","[[7.8862e+03 1.2506e+03]
 [1.6000e+00 4.8000e+01]]",23088,11421,18,62,7647,46,3774,16
30,91.0,74.0,"[[1653.2  453.6]
 [   3.6    8.8]]","[[7.2030e+03 1.2242e+03]
 [1.2000e+00 4.8400e+01]]",23975,10534,18,62,7056,43,3478,19
35,91.0,72.4,"[[1530.2  347.6]
 [   4.     7.4]]","[[6.4220e+03 1.0892e+03]
 [1.2000e+00 4.4400e+01]]",25120,9389,23,57,6292,36,3097,21
40,93.8,82.4,"[[1417.2  231.8]
 [   2.     8. ]]","[[5.9706e+03 6.2540e+02]
 [8.0000e-01 3.9200e+01]]",26264,8245,30,50,5526,31,2719,19
45,94.6,75.2,"[[1286.   268.2]
 [   2.8    6. ]]","[[5617.6  599.2]
 [   0.    35.2]]",26738,7771,36,44,5205,31,2566,13
50,94.4,75.0,"[[1146.2  254.4]
 [   2.8    6. ]]","[[5012.8  589.6]
 [   0.    35.2]]",27506,7003,36,44,4695,26,2308,18
55,94.2,76.0,"[[1042.4  229. ]
 [   2.4    6. ]]","[[4.5836e+03 5.0200e+02]
 [2.0000e-01 3.3400e+01]]",28152,6357,38,42,4257,30,2100,12
60,94.2,76.0,"[[925.6 201.8]
 [  2.4   6. ]]","[[4.0868e+03 4.2280e+02]
 [4.0000e-01 3.3200e+01]]",28872,5637,38,42,3779,25,1858,17
65,93.6,71.6,"[[856.2 170.6]
 [  3.2   5.2]]","[[3.6772e+03 4.3000e+02]
 [6.0000e-01 3.3000e+01]]",29375,5134,38,42,3437,30,1697,12
70,93.0,77.0,"[[706.8 190.8]
 [  2.    6.4]]","[[3.1886e+03 4.0180e+02]
 [4.0000e-01 3.3200e+01]]",30021,4488,38,42,3005,30,1483,12
75,93.4,65.2,"[[646.8 164.4]
 [  4.2   4.2]]","[[2.8792e+03 3.6560e+02]
 [4.0000e-01 3.3200e+01]]",30453,4056,38,42,2717,28,1339,14
80,94.2,65.6,"[[561.8 113.8]
 [  2.4   2.4]]","[[2414.2  288.2]
 [   0.    19.2]]",31131,3378,56,24,2262,17,1116,7
85,96.2,86.8,"[[4.922e+02 7.920e+01]
 [4.000e-01 3.200e+00]]","[[2138.6  147. ]
 [   0.    14.4]]",31652,2857,62,18,1915,11,942,7
90,99.0,87.2,"[[4.056e+02 1.980e+01]
 [2.000e-01 1.000e+00]]","[[1679.8   21.8]
 [   0.     4.8]]",32382,2127,74,6,1427,2,700,4
95,98.4,86.8,"[[2.748e+02 1.640e+01]
 [2.000e-01 1.000e+00]]","[[1139.4   25.4]
 [   0.     4.8]]",33053,1456,74,6,975,4,481,2
