Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,98.6,60.8,"[[6.5862e+03 3.1560e+02]
 [1.1600e+01 4.4000e+00]]","[[27172.2   435. ]
 [    0.     64. ]]",0,34509,0,80,23118,56,11391,24
5,98.6,65.2,"[[3526.2  155.2]
 [   9.4    5.2]]","[[14475.8   249.8]
 [    0.     58.4]]",16102,18407,7,73,12321,60,6086,13
10,98.6,65.4,"[[3042.6  126.6]
 [   8.8    5. ]]","[[12467.8   209. ]
 [    0.     55.2]]",18663,15846,11,69,10615,48,5231,21
15,98.6,69.0,"[[2657.4  133.2]
 [   7.6    6.2]]","[[10970.    192.4]
 [    0.     55.2]]",20556,13953,11,69,9347,47,4606,22
20,99.0,60.6,"[[2386.6   98. ]
 [   9.6    3.4]]","[[9769.6  168.8]
 [   0.    52. ]]",22086,12423,15,65,8313,53,4110,12
25,98.8,62.6,"[[2190.8   93.4]
 [   8.6    3.8]]","[[9000.4  136.4]
 [   0.    49.6]]",23088,11421,18,62,7649,44,3772,18
30,98.6,67.4,"[[2004.2  102.6]
 [   7.4    5. ]]","[[8287.4  139.8]
 [   0.    49.6]]",23975,10534,18,62,7057,42,3477,20
35,99.0,55.4,"[[1.806e+03 7.180e+01]
 [9.600e+00 1.800e+00]]","[[7408.8  102.4]
 [   0.    45.6]]",25120,9389,23,57,6292,36,3097,21
40,99.0,63.0,"[[1560.6   88.4]
 [   6.8    3.2]]","[[6508.2   87.8]
 [   0.    40. ]]",26264,8245,30,50,5527,30,2718,20
45,99.0,55.8,"[[1427.2  127. ]
 [   7.     1.8]]","[[6183.    33.8]
 [   0.    35.2]]",26738,7771,36,44,5205,31,2566,13
50,99.0,54.6,"[[1283.8  116.8]
 [   7.2    1.6]]","[[5569.2   33.2]
 [   0.    35.2]]",27506,7003,36,44,4691,30,2312,14
55,99.0,57.4,"[[1135.2  136.2]
 [   6.2    2.2]]","[[5058.8   26.8]
 [   0.    33.6]]",28152,6357,38,42,4262,25,2095,17
60,99.0,59.0,"[[1015.2  112.2]
 [   6.     2.4]]","[[4484.8   24.8]
 [   0.    33.6]]",28872,5637,38,42,3774,30,1863,12
65,99.0,57.2,"[[933.4  93.4]
 [  6.2   2.2]]","[[4079.8   27.4]
 [   0.    33.6]]",29375,5134,38,42,3439,28,1695,14
70,99.0,56.4,"[[794.2 103.4]
 [  6.2   2.2]]","[[3569.4   21. ]
 [   0.    33.6]]",30021,4488,38,42,3007,28,1481,14
75,99.0,53.0,"[[704.4 106.8]
 [  6.8   1.6]]","[[3226.8   18. ]
 [   0.    33.6]]",30453,4056,38,42,2718,27,1338,15
80,100.0,58.6,"[[629.4  46.2]
 [  3.6   1.2]]","[[2702.4    0. ]
 [   0.    19.2]]",31131,3378,56,24,2264,15,1114,9
85,100.0,66.2,"[[553.8  17.6]
 [  2.2   1.4]]","[[2285.6    0. ]
 [   0.    14.4]]",31652,2857,62,18,1917,9,940,9
90,100.0,68.6,"[[4.146e+02 1.080e+01]
 [8.000e-01 4.000e-01]]","[[1701.6    0. ]
 [   0.     4.8]]",32382,2127,74,6,1424,5,703,1
95,100.0,66.8,"[[273.4  17.8]
 [  0.8   0.4]]","[[1164.8    0. ]
 [   0.     4.8]]",33053,1456,74,6,977,2,479,4
