Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,96.4,69.4,"[[6.3248e+03 5.7700e+02]
 [4.4000e+00 4.2000e+00]]","[[25751.6  1855.6]
 [    0.     34.4]]",0,34509,0,43,23121,28,11388,15
5,94.8,71.8,"[[3266.   415.4]
 [   3.8    4.6]]","[[13363.4  1362.2]
 [    0.     33.6]]",16102,18407,1,42,12337,23,6070,19
10,95.0,73.6,"[[2843.4  325.8]
 [   3.4    4.8]]","[[11506.2  1170.6]
 [    0.     32.8]]",18663,15846,2,41,10615,29,5231,12
15,94.8,70.4,"[[2483.8  306.8]
 [   3.8    4.4]]","[[10073.4  1089. ]
 [    0.     32.8]]",20556,13953,2,41,9342,33,4611,8
20,94.4,77.0,"[[2138.8  345.8]
 [   2.4    5.2]]","[[8939.   999.4]
 [   0.    30.4]]",22086,12423,5,38,8321,27,4102,11
25,93.8,80.4,"[[1.9822e+03 3.0200e+02]
 [1.8000e+00 5.6000e+00]]","[[8.339e+03 7.978e+02]
 [8.000e-01 2.880e+01]]",23088,11421,6,37,7649,27,3772,10
30,93.6,78.0,"[[1798.   308.8]
 [   2.2    5.2]]","[[7.6594e+03 7.6780e+02]
 [8.0000e-01 2.8800e+01]]",23975,10534,6,37,7065,17,3469,20
35,93.4,72.4,"[[1610.4  267.4]
 [   2.6    4. ]]","[[6.8106e+03 7.0060e+02]
 [8.0000e-01 2.5600e+01]]",25120,9389,10,33,6289,23,3100,10
40,92.8,73.2,"[[1415.8  233.2]
 [   2.6    4. ]]","[[5.9454e+03 6.5060e+02]
 [8.0000e-01 2.5600e+01]]",26264,8245,10,33,5524,22,2721,11
45,95.0,73.8,"[[1356.6  197.6]
 [   2.2    3.4]]","[[5628.8  588. ]
 [   0.    22.4]]",26738,7771,15,28,5206,19,2565,9
50,94.6,65.0,"[[1244.6  156. ]
 [   3.2    2.4]]","[[5065.8  536.6]
 [   0.    22.4]]",27506,7003,15,28,4691,19,2312,9
55,95.0,73.0,"[[1098.4  173. ]
 [   2.2    3.4]]","[[4615.8  469.8]
 [   0.    22.4]]",28152,6357,15,28,4255,22,2102,6
60,94.8,71.4,"[[969.4 158. ]
 [  2.4   3.2]]","[[4115.6  394. ]
 [   0.    22.4]]",28872,5637,15,28,3779,16,1858,12
65,94.6,66.4,"[[916.8 110. ]
 [  3.2   2.4]]","[[3708.6  398.6]
 [   0.    22.4]]",29375,5134,15,28,3438,20,1696,8
70,94.0,68.8,"[[797.2 100.4]
 [  2.8   2.8]]","[[3202.   388.4]
 [   0.    22.4]]",30021,4488,15,28,3008,17,1480,11
75,93.6,72.6,"[[660.6 150.6]
 [  2.    3.6]]","[[2855.6  389.2]
 [   0.    22.4]]",30453,4056,15,28,2716,20,1340,8
80,95.0,79.4,"[[608.   67.6]
 [  1.2   2.4]]","[[2463.4  239. ]
 [   0.    14.4]]",31131,3378,25,18,2260,15,1118,3
85,97.8,87.6,"[[5.088e+02 6.260e+01]
 [4.000e-01 2.200e+00]]","[[2199.8   85.8]
 [   0.    10.4]]",31652,2857,30,13,1912,10,945,3
90,70.71428571428571,59.2,"[[248.8   6.2]
 [  0.    0.6]]","[[1009.8   11.4]
 [   0.     1.2]]",32382,2127,40,3,1425,2,702,1
95,70.71428571428571,59.4,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33053,1456,40,3,975,2,481,1
