Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,99.0,54.4,"[[6.7744e+03 1.2740e+02]
 [7.6000e+00 1.0000e+00]]","[[27420.2   187. ]
 [    0.     34.4]]",0,34509,0,43,23123,26,11386,17
5,99.0,56.0,"[[3.5616e+03 1.1980e+02]
 [7.0000e+00 1.4000e+00]]","[[14608.2   117.4]
 [    0.     33.6]]",16102,18407,1,42,12336,24,6071,18
10,99.0,53.2,"[[3.0954e+03 7.3800e+01]
 [7.4000e+00 8.0000e-01]]","[[12588.4    88.4]
 [    0.     32.8]]",18663,15846,2,41,10613,31,5233,10
15,99.0,51.8,"[[2.7194e+03 7.1200e+01]
 [7.6000e+00 6.0000e-01]]","[[11073.8    88.6]
 [    0.     32.8]]",20556,13953,2,41,9345,30,4608,11
20,99.0,61.8,"[[2.3468e+03 1.3780e+02]
 [5.4000e+00 2.2000e+00]]","[[9875.    63.4]
 [   0.    30.4]]",22086,12423,5,38,8320,28,4103,10
25,99.0,65.4,"[[2153.   131.2]
 [   4.6    2.8]]","[[9074.8   62. ]
 [   0.    29.6]]",23088,11421,6,37,7650,26,3771,11
30,99.0,59.2,"[[1.9704e+03 1.3640e+02]
 [5.6000e+00 1.8000e+00]]","[[8362.6   64.6]
 [   0.    29.6]]",23975,10534,6,37,7059,23,3475,14
35,99.0,54.6,"[[1.7486e+03 1.2920e+02]
 [5.4000e+00 1.2000e+00]]","[[7467.8   43.4]
 [   0.    26.4]]",25120,9389,10,33,6293,19,3096,14
40,99.0,56.4,"[[1.5248e+03 1.2420e+02]
 [5.2000e+00 1.4000e+00]]","[[6550.4   45.6]
 [   0.    26.4]]",26264,8245,10,33,5525,21,2720,12
45,99.0,57.0,"[[1.4708e+03 8.3400e+01]
 [4.4000e+00 1.2000e+00]]","[[6200.6   16.2]
 [   0.    22.4]]",26738,7771,15,28,5207,18,2564,10
50,99.0,59.0,"[[1.3326e+03 6.8000e+01]
 [4.4000e+00 1.2000e+00]]","[[5584.2   18.2]
 [   0.    22.4]]",27506,7003,15,28,4692,18,2311,10
55,99.0,49.0,"[[1.2024e+03 6.9000e+01]
 [5.4000e+00 2.0000e-01]]","[[5071.4   14.2]
 [   0.    22.4]]",28152,6357,15,28,4256,21,2101,7
60,99.0,57.8,"[[1033.    94.4]
 [   4.2    1.4]]","[[4499.6   10. ]
 [   0.    22.4]]",28872,5637,15,28,3776,19,1861,9
65,99.0,61.2,"[[965.8  61. ]
 [  4.    1.6]]","[[4094.4   12.8]
 [   0.    22.4]]",29375,5134,15,28,3443,15,1691,13
70,99.0,62.8,"[[832.4  65.2]
 [  3.8   1.8]]","[[3579.6   10.8]
 [   0.    22.4]]",30021,4488,15,28,3005,20,1483,8
75,99.0,62.2,"[[747.8  63.4]
 [  3.8   1.8]]","[[3237.     7.8]
 [   0.    22.4]]",30453,4056,15,28,2716,20,1340,8
80,100.0,62.8,"[[628.8  46.8]
 [  2.4   1.2]]","[[2702.4    0. ]
 [   0.    14.4]]",31131,3378,25,18,2264,11,1114,7
85,100.0,76.2,"[[551.4  20. ]
 [  1.2   1.4]]","[[2285.6    0. ]
 [   0.    10.4]]",31652,2857,30,13,1914,8,943,5
90,71.42857142857143,40.0,"[[2.55e+02 0.00e+00]
 [4.00e-01 2.00e-01]]","[[1021.2    0. ]
 [   0.     1.2]]",32382,2127,40,3,1425,2,702,1
95,71.42857142857143,50.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33053,1456,40,3,976,1,480,2
