Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,71.8,62.8,"[[2.9334e+03 3.9684e+03]
 [1.4000e+00 7.2000e+00]]","[[1.27202e+04 1.48870e+04]
 [6.00000e-01 3.38000e+01]]",0,34509,0,43,23124,25,11385,18
5,70.4,64.4,"[[1.6344e+03 2.0470e+03]
 [1.2000e+00 7.2000e+00]]","[[6.4040e+03 8.3216e+03]
 [6.0000e-01 3.3000e+01]]",16102,18407,1,42,12331,29,6076,13
10,72.6,56.6,"[[1495.4 1673.8]
 [   2.8    5.4]]","[[6.0764e+03 6.6004e+03]
 [6.0000e-01 3.2200e+01]]",18663,15846,2,41,10617,27,5229,14
15,72.4,56.8,"[[1316.  1474.6]
 [   2.6    5.6]]","[[5.3034e+03 5.8590e+03]
 [6.0000e-01 3.2200e+01]]",20556,13953,2,41,9344,31,4609,10
20,72.0,59.6,"[[1132.  1352.6]
 [   2.     5.6]]","[[4.6204e+03 5.3180e+03]
 [4.0000e-01 3.0000e+01]]",22086,12423,5,38,8324,24,4099,14
25,73.8,61.0,"[[1087.4 1196.8]
 [   1.8    5.6]]","[[4.6892e+03 4.4476e+03]
 [6.0000e-01 2.9000e+01]]",23088,11421,6,37,7648,28,3773,9
30,73.6,62.0,"[[1008.2 1098.6]
 [   1.8    5.6]]","[[4.2740e+03 4.1532e+03]
 [8.0000e-01 2.8800e+01]]",23975,10534,6,37,7055,27,3479,10
35,76.6,65.2,"[[981.  896.8]
 [  1.4   5.2]]","[[4.2356e+03 3.2756e+03]
 [6.0000e-01 2.5800e+01]]",25120,9389,10,33,6289,23,3100,10
40,75.8,66.2,"[[873.6 775.4]
 [  1.4   5.2]]","[[3.6496e+03 2.9464e+03]
 [6.0000e-01 2.5800e+01]]",26264,8245,10,33,5518,28,2727,5
45,80.0,65.2,"[[1010.6  543.6]
 [   1.8    3.8]]","[[3.9510e+03 2.2658e+03]
 [6.0000e-01 2.1800e+01]]",26738,7771,15,28,5206,19,2565,9
50,84.0,63.4,"[[1111.4  289.2]
 [   2.8    2.8]]","[[4.4134e+03 1.1890e+03]
 [2.2000e+00 2.0200e+01]]",27506,7003,15,28,4692,18,2311,10
55,83.0,62.4,"[[991.8 279.6]
 [  2.8   2.8]]","[[4.0048e+03 1.0808e+03]
 [2.6000e+00 1.9800e+01]]",28152,6357,15,28,4257,20,2100,8
60,82.6,62.0,"[[873.4 254. ]
 [  2.8   2.8]]","[[3.5236e+03 9.8600e+02]
 [2.6000e+00 1.9800e+01]]",28872,5637,15,28,3776,19,1861,9
65,82.6,64.4,"[[800.8 226. ]
 [  2.8   2.8]]","[[3.1958e+03 9.1140e+02]
 [2.6000e+00 1.9800e+01]]",29375,5134,15,28,3436,22,1698,6
70,82.6,64.4,"[[695.2 202.4]
 [  2.6   3. ]]","[[2.7734e+03 8.1700e+02]
 [2.4000e+00 2.0000e+01]]",30021,4488,15,28,3008,17,1480,11
75,80.6,63.6,"[[607.4 203.8]
 [  2.6   3. ]]","[[2458.6  786.2]
 [   3.    19.4]]",30453,4056,15,28,2716,20,1340,8
80,86.2,66.6,"[[510.8 164.8]
 [  1.4   2.2]]","[[2.0662e+03 6.3620e+02]
 [4.0000e-01 1.4000e+01]]",31131,3378,25,18,2263,12,1115,6
85,96.2,81.4,"[[533.2  38.2]
 [  0.6   2. ]]","[[2.1756e+03 1.1000e+02]
 [2.0000e-01 1.0200e+01]]",31652,2857,30,13,1918,4,939,9
90,71.42857142857143,40.0,"[[2.55e+02 0.00e+00]
 [4.00e-01 2.00e-01]]","[[1021.2    0. ]
 [   0.     1.2]]",32382,2127,40,3,1424,3,703,0
95,71.42857142857143,40.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33053,1456,40,3,975,2,481,1
