Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,51.8,"[[6.7506e+03 1.6640e+02]
 [1.3200e+01 1.0000e+00]]","[[27668.      0. ]
 [    0.     56.8]]",0,34585,0,71,23173,46,11412,25
5,100.0,57.8,"[[3.4462e+03 2.4160e+02]
 [1.0000e+01 3.0000e+00]]","[[14751.2     0. ]
 [    0.     52. ]]",16146,18439,6,65,12352,45,6087,20
10,100.0,54.4,"[[3.1322e+03 4.2000e+01]
 [1.1600e+01 1.4000e+00]]","[[12696.8     0. ]
 [    0.     52. ]]",18714,15871,6,65,10628,49,5243,16
15,100.0,53.2,"[[2.709e+03 8.600e+01]
 [1.160e+01 1.400e+00]]","[[11180.     0.]
 [    0.    52.]]",20610,13975,6,65,9360,46,4615,19
20,100.0,60.0,"[[2394.    94.2]
 [   9.4    3.2]]","[[9952.8    0. ]
 [   0.    50.4]]",22144,12441,8,63,8332,45,4109,18
25,100.0,53.8,"[[2.1338e+03 1.5300e+02]
 [1.0600e+01 1.8000e+00]]","[[9147.2    0. ]
 [   0.    49.6]]",23151,11434,9,62,7663,39,3771,23
30,100.0,50.8,"[[2.0658e+03 4.3400e+01]
 [1.1800e+01 6.0000e-01]]","[[8436.8    0. ]
 [   0.    49.6]]",24039,10546,9,62,7061,46,3485,16
35,100.0,60.8,"[[1725.8  153.6]
 [   8.2    3.6]]","[[7517.6    0. ]
 [   0.    47.2]]",25188,9397,12,59,6291,44,3106,15
40,100.0,52.4,"[[1.614e+03 3.620e+01]
 [9.800e+00 8.000e-01]]","[[6600.8    0. ]
 [   0.    42.4]]",26334,8251,18,53,5529,34,2722,19
45,100.0,58.8,"[[1464.2   92.2]
 [   6.4    2. ]]","[[6225.6    0. ]
 [   0.    33.6]]",26803,7782,29,42,5220,22,2562,20
50,100.0,48.8,"[[1.3232e+03 7.9600e+01]
 [8.0000e+00 4.0000e-01]]","[[5611.2    0. ]
 [   0.    33.6]]",27571,7014,29,42,4700,27,2314,15
55,100.0,57.2,"[[1226.2   47. ]
 [   6.8    1.6]]","[[5092.8    0. ]
 [   0.    33.6]]",28219,6366,29,42,4269,24,2097,18
60,100.0,58.2,"[[1098.8   30.6]
 [   6.6    1.6]]","[[4517.6    0. ]
 [   0.    32.8]]",28938,5647,30,41,3783,27,1864,14
65,100.0,59.4,"[[978.8  49.8]
 [  6.2   2. ]]","[[4114.4    0. ]
 [   0.    32.8]]",29442,5143,30,41,3444,29,1699,12
70,100.0,52.6,"[[8.798e+02 1.920e+01]
 [7.600e+00 6.000e-01]]","[[3596.     0. ]
 [   0.    32.8]]",30090,4495,30,41,3010,29,1485,12
75,100.0,59.8,"[[778.6  34. ]
 [  6.2   2. ]]","[[3250.4    0. ]
 [   0.    32.8]]",30522,4063,30,41,2721,28,1342,13
80,100.0,57.0,"[[644.4  32. ]
 [  4.2   1. ]]","[[2705.6    0. ]
 [   0.    20.8]]",31203,3382,45,26,2261,22,1121,4
85,100.0,55.8,"[[546.   25.2]
 [  4.    0.8]]","[[2284.8    0. ]
 [   0.    19.2]]",31729,2856,47,24,1913,16,943,8
90,100.0,55.0,"[[398.6  26. ]
 [  2.2   0.4]]","[[1698.4    0. ]
 [   0.    10.4]]",32462,2123,58,13,1420,11,703,2
95,100.0,73.8,"[[277.   13.6]
 [  1.    1.2]]","[[1162.4    0. ]
 [   0.     8.8]]",33132,1453,60,11,972,8,481,3
