Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,74.8,50.8,"[[5.064e+03 1.853e+03]
 [1.000e+01 4.200e+00]]","[[2.42714e+04 3.39660e+03]
 [2.12000e+01 3.56000e+01]]",0,34585,0,71,23178,41,11407,30
5,72.6,39.2,"[[2191.8 1496. ]
 [  10.4    2.6]]","[[10563.8  4187.4]
 [   13.2    38.8]]",16146,18439,6,65,12353,44,6086,21
10,72.0,39.4,"[[1904.2 1270. ]
 [  10.4    2.6]]","[[9051.6 3645.2]
 [  13.6   38.4]]",18714,15871,6,65,10634,43,5237,22
15,72.0,39.2,"[[1660.2 1134.8]
 [  10.4    2.6]]","[[7926.8 3253.2]
 [  13.6   38.4]]",20610,13975,6,65,9361,45,4614,20
20,76.2,53.8,"[[1914.   574.2]
 [   8.6    4. ]]","[[8980.4  972.4]
 [  18.6   31.8]]",22144,12441,8,63,8337,40,4104,23
25,76.0,54.0,"[[1754.4  532.4]
 [   8.4    4. ]]","[[8034.4 1112.8]
 [  17.4   32.2]]",23151,11434,9,62,7661,41,3773,21
30,77.6,55.2,"[[1628.4  480.8]
 [   8.     4.4]]","[[7397.6 1039.2]
 [  15.4   34.2]]",24039,10546,9,62,7062,45,3484,17
35,77.0,58.8,"[[1504.2  375.2]
 [   7.4    4.4]]","[[6724.6  793. ]
 [  16.4   30.8]]",25188,9397,12,59,6302,33,3095,26
40,71.2,45.0,"[[948.  702.2]
 [  7.2   3.4]]","[[4374.4 2226.4]
 [   9.8   32.6]]",26334,8251,18,53,5528,35,2723,18
45,71.0,58.2,"[[990.8 565.6]
 [  4.    4.4]]","[[4265.6 1960. ]
 [   8.4   25.2]]",26803,7782,29,42,5208,34,2574,8
50,71.0,57.0,"[[899.  503.8]
 [  4.    4.4]]","[[3814.  1797.2]
 [   8.4   25.2]]",27571,7014,29,42,4699,28,2315,14
55,71.0,57.2,"[[792.2 481. ]
 [  4.    4.4]]","[[3672.8 1420. ]
 [   9.8   23.8]]",28219,6366,29,42,4262,31,2104,11
60,72.4,54.0,"[[677.4 452. ]
 [  4.2   4. ]]","[[2991.6 1526. ]
 [   6.8   26. ]]",28938,5647,30,41,3784,26,1863,15
65,71.8,55.4,"[[640.  388.6]
 [  4.2   4. ]]","[[2744.4 1370. ]
 [   7.2   25.6]]",29442,5143,30,41,3447,26,1696,15
70,72.0,50.8,"[[540.  359. ]
 [  4.8   3.4]]","[[2367.  1229. ]
 [   6.8   26. ]]",30090,4495,30,41,3013,26,1482,15
75,70.8,50.4,"[[483.6 329. ]
 [  4.8   3.4]]","[[2096.4 1154. ]
 [   7.2   25.6]]",30522,4063,30,41,2719,30,1344,11
80,70.8,65.8,"[[2.696e+02 4.068e+02]
 [4.000e-01 4.800e+00]]","[[1157.2 1548.4]
 [   0.    20.8]]",31203,3382,45,26,2265,18,1117,8
85,69.0,68.2,"[[214.8 356.4]
 [  0.    4.8]]","[[9.368e+02 1.348e+03]
 [4.000e-01 1.880e+01]]",31729,2856,47,24,1912,17,944,7
90,83.6,57.8,"[[283.2 141.4]
 [  1.4   1.2]]","[[1159.4  539. ]
 [   0.    10.4]]",32462,2123,58,13,1421,10,702,3
95,86.8,70.6,"[[208.8  81.8]
 [  0.8   1.4]]","[[862.4 300. ]
 [  0.    8.8]]",33132,1453,60,11,975,5,478,6
